Date,Open_USD_CHF,Open_CHF_EUR,Open_CHF_GBP,Open_CHF_JPY,Open_CHF_CAD,Open_USD_JPY,Open_USD_EUR,Open_USD_GBP,Open_USD_CAD,Prev_Close_USD_CHF,Prev_Close_BondCH1m,Prev_Close_BondCH2y,Prev_Close_BondCH10y,Prev_Close_SMI,Prev_Close_BondUS1m,Prev_Close_BondUS2y,Prev_Close_BondUS10y,Prev_Close_SP500
2006-02-24,1.3084,0.6409,0.4361,89.46,0.8809,117.08,0.8387,0.5707,1.153,1.3087,0.91,1.642,2.208,7983.75,4.454,4.724,4.563,1287.79
2006-02-27,1.3173,0.6395,0.4353,88.68,0.8721,116.79,0.8422,0.5733,1.1497,1.3174,0.94,1.683,2.231,7954.33,4.439,4.733,4.577,1289.43
2006-02-28,1.3225,0.638,0.4345,87.81,0.8623,116.17,0.844,0.5747,1.1404,1.3227,0.95,1.746,2.243,7995.05,4.473,4.737,4.594,1294.12
2006-03-01,1.3118,0.6392,0.4345,88.22,0.8662,115.76,0.8386,0.5702,1.1368,1.3121,0.96,1.654,2.232,7892.63,4.476,4.691,4.557,1280.66
2006-03-02,1.3128,0.639,0.4352,88.4,0.8642,116.08,0.839,0.5715,1.1351,1.3135,0.97,1.675,2.249,7980.36,4.45,4.704,4.589,1291.24
2006-03-03,1.2982,0.6398,0.4391,89.23,0.8713,115.87,0.8307,0.5701,1.1313,1.2978,0.97,1.763,2.309,7926.22,4.454,4.72,4.632,1289.14
2006-03-06,1.2962,0.64,0.439,89.72,0.8747,116.31,0.8299,0.5692,1.1341,1.2976,0.98,1.797,2.291,7915.98,4.428,4.754,4.684,1287.23
2006-03-07,1.2984,0.6405,0.4399,90.5,0.8777,117.54,0.8319,0.5713,1.1401,1.2988,0.98,1.718,2.287,7917.18,4.437,4.771,4.754,1278.26
2006-03-08,1.3134,0.6403,0.4384,89.71,0.8751,117.85,0.8412,0.576,1.1499,1.3133,0.99,1.819,2.293,7864.26,4.461,4.758,4.728,1275.88
2006-03-09,1.3082,0.6408,0.4396,90.03,0.8831,117.81,0.8384,0.5752,1.1557,1.3083,0.98,1.83,2.313,7831.52,4.44,4.725,4.732,1278.47
2006-03-10,1.3136,0.6388,0.4385,89.94,0.8832,118.17,0.8393,0.5762,1.1606,1.3135,1.0,1.827,2.362,7860.68,4.444,4.721,4.73,1272.23
2006-03-13,1.3164,0.6371,0.4399,90.29,0.8802,118.89,0.839,0.5792,1.1601,1.3169,0.98,1.845,2.394,7970.64,4.439,4.742,4.763,1281.42
2006-03-14,1.3122,0.637,0.4397,90.53,0.8821,118.81,0.8361,0.577,1.1579,1.3119,0.98,1.873,2.413,8035.44,4.448,4.725,4.773,1284.13
2006-03-15,1.3026,0.6388,0.4395,90.25,0.8882,117.59,0.8323,0.5726,1.1569,1.3028,1.0,1.833,2.374,8034.22,4.492,4.649,4.698,1297.48
2006-03-16,1.2955,0.6394,0.4415,90.57,0.8909,117.35,0.8285,0.5721,1.1545,1.2954,1.02,1.833,2.391,8012.57,4.496,4.683,4.731,1303.02
2006-03-17,1.2896,0.6366,0.4411,90.56,0.8935,116.81,0.8211,0.569,1.1528,1.2896,1.02,1.787,2.345,8017.96,4.49,4.624,4.648,1305.33
2006-03-20,1.2894,0.6364,0.4415,89.91,0.8985,115.96,0.8207,0.5693,1.1589,1.29,1.05,1.802,2.388,8047.12,4.515,4.653,4.676,1307.25
2006-03-21,1.2909,0.6365,0.4409,90.07,0.8985,116.29,0.8218,0.5693,1.1603,1.2909,1.07,1.79,2.368,8059.42,4.55,4.658,4.662,1305.08
2006-03-22,1.3012,0.6354,0.4396,90.08,0.8944,117.25,0.8269,0.5721,1.1644,1.302,1.06,1.795,2.369,8056.64,4.696,4.743,4.725,1297.23
2006-03-23,1.3055,0.6342,0.4383,89.57,0.8932,116.96,0.8281,0.5723,1.1667,1.3052,1.03,1.755,2.364,8064.02,4.68,4.747,4.705,1305.04
2006-03-24,1.3168,0.6341,0.4377,89.51,0.8844,117.91,0.8354,0.5766,1.1653,1.3167,1.07,1.795,2.399,8024.1,4.683,4.773,4.737,1301.67
2006-03-27,1.31,0.6337,0.4378,89.67,0.8908,117.53,0.8305,0.5737,1.1678,1.3108,1.1,1.774,2.413,8045.08,4.648,4.718,4.675,1302.95
2006-03-28,1.3088,0.6357,0.4373,89.18,0.893,116.74,0.8323,0.5724,1.1692,1.3087,1.08,1.762,2.408,7980.94,4.677,4.743,4.709,1301.61
2006-03-29,1.3095,0.636,0.438,90.01,0.8931,117.92,0.8331,0.5737,1.1708,1.3094,1.04,1.808,2.461,7972.91,4.711,4.807,4.794,1293.23
2006-03-30,1.3098,0.6347,0.4402,89.92,0.8943,117.78,0.8313,0.5766,1.1716,1.3097,1.1,1.826,2.494,7983.41,4.706,4.807,4.808,1302.89
2006-03-31,1.297,0.6336,0.4413,90.44,0.8935,117.33,0.822,0.5725,1.16,1.2965,1.08,1.807,2.495,8035.27,4.658,4.845,4.861,1300.25
2006-04-03,1.3036,0.6327,0.4414,90.26,0.8957,117.72,0.8251,0.5756,1.1683,1.3038,1.11,1.799,2.489,8023.3,4.653,4.824,4.853,1294.87
2006-04-04,1.3047,0.6315,0.4405,90.24,0.8972,117.73,0.8239,0.5747,1.1709,1.3043,1.11,1.835,2.537,8078.52,4.636,4.854,4.866,1297.81
2006-04-05,1.29,0.632,0.4416,91.09,0.9016,117.52,0.8155,0.5697,1.1637,1.2904,1.11,1.816,2.536,8051.62,4.619,4.829,4.868,1305.93
2006-04-06,1.2833,0.6338,0.4443,91.42,0.905,117.35,0.8131,0.57,1.1616,1.2828,1.11,1.808,2.555,8090.54,4.624,4.812,4.847,1311.56
2006-04-07,1.2905,0.6339,0.4421,91.26,0.8932,117.81,0.8183,0.5707,1.1532,1.2901,1.13,1.806,2.569,8102.34,4.648,4.842,4.901,1309.04
2006-04-10,1.3008,0.6347,0.441,90.8,0.8831,118.14,0.8258,0.5738,1.1492,1.3014,1.15,1.792,2.555,8105.19,4.643,4.914,4.986,1295.5
2006-04-11,1.3016,0.634,0.4403,90.88,0.8818,118.31,0.8255,0.5733,1.1489,1.3019,1.07,1.801,2.553,8109.31,4.667,4.889,4.957,1296.62
2006-04-12,1.2978,0.6343,0.4406,91.15,0.8808,118.34,0.8237,0.5719,1.1435,1.2976,1.12,1.792,2.53,8029.06,4.614,4.868,4.924,1286.57
2006-04-13,1.2988,0.6358,0.4397,91.18,0.8828,118.45,0.826,0.5712,1.1474,1.2988,1.13,1.716,2.537,7976.57,4.627,4.915,4.982,1288.12
2006-04-18,1.2792,0.6375,0.4413,92.05,0.896,117.78,0.8159,0.5647,1.1465,1.2795,1.15,1.819,2.615,8007.34,4.519,4.904,5.009,1285.33
2006-04-19,1.2675,0.638,0.4423,92.33,0.8994,117.05,0.8089,0.5608,1.1404,1.2688,1.15,1.753,2.621,7961.35,4.538,4.84,4.987,1307.28
2006-04-20,1.2668,0.6373,0.4402,92.52,0.896,117.22,0.8075,0.5578,1.1356,1.2668,1.14,1.754,2.627,8050.86,4.527,4.862,5.028,1309.93
2006-04-21,1.2781,0.6351,0.4399,91.89,0.8914,117.47,0.8118,0.5623,1.1399,1.2781,1.17,1.759,2.631,8056.98,4.541,4.896,5.047,1311.46
2006-04-24,1.2714,0.6355,0.4399,90.95,0.8929,115.68,0.8082,0.5594,1.1356,1.2755,1.16,1.769,2.653,8093.47,4.556,4.91,5.016,1311.28
2006-04-25,1.2681,0.6365,0.4413,90.47,0.8961,114.77,0.8074,0.5598,1.1368,1.2673,1.11,1.774,2.665,8076.25,4.565,4.885,4.985,1308.11
2006-04-26,1.2677,0.6344,0.4411,90.54,0.892,114.79,0.8043,0.5593,1.1313,1.2675,1.11,1.813,2.709,8041.02,4.619,4.945,5.073,1301.74
2006-04-27,1.2707,0.632,0.441,90.34,0.887,114.84,0.8033,0.5606,1.1277,1.2713,1.13,1.839,2.728,8071.1,4.66,4.989,5.111,1305.41
2006-04-28,1.2599,0.6331,0.4406,90.63,0.8911,114.22,0.798,0.5551,1.1235,1.2593,1.14,1.814,2.722,8080.12,4.622,4.908,5.073,1309.72
2006-05-02,1.242,0.6403,0.4413,91.35,0.8971,113.5,0.7955,0.5482,1.1147,1.2407,1.21,1.838,2.705,8047.29,4.58,4.954,5.143,1305.19
2006-05-03,1.2369,0.6406,0.4393,91.66,0.8945,113.4,0.7926,0.5435,1.1072,1.2376,1.26,1.87,2.712,8074.68,4.66,4.921,5.114,1313.21
2006-05-04,1.2363,0.6403,0.4388,91.87,0.8962,113.58,0.7917,0.5427,1.1086,1.2357,1.25,1.93,2.766,7964.65,4.635,4.941,5.148,1308.12
2006-05-05,1.2282,0.6412,0.4393,92.42,0.9026,113.56,0.7878,0.5397,1.1092,1.2284,1.26,1.95,2.764,7965.43,4.603,4.979,5.161,1312.25
2006-05-08,1.2243,0.6407,0.4383,91.39,0.9032,111.93,0.7847,0.5369,1.1063,1.2265,1.27,1.92,2.74,8058.06,4.586,4.937,5.106,1325.76
2006-05-09,1.2288,0.6406,0.4379,90.93,0.9055,111.75,0.7872,0.5382,1.1129,1.2283,1.25,1.936,2.742,8103.62,4.596,4.967,5.119,1324.66
2006-05-10,1.2202,0.6421,0.4388,90.99,0.9003,111.04,0.7836,0.5355,1.0988,1.2201,1.26,1.979,2.773,8122.08,4.641,4.971,5.13,1325.14
2006-05-11,1.2185,0.6417,0.4399,90.67,0.9037,110.51,0.782,0.5362,1.1016,1.2184,1.24,1.984,2.778,8112.87,4.655,4.996,5.13,1322.85
2006-05-12,1.2134,0.6419,0.4378,91.17,0.9091,110.63,0.7791,0.5313,1.1035,1.2136,1.22,2.005,2.819,8097.27,4.629,4.996,5.162,1305.92
2006-05-15,1.1954,0.6459,0.4409,91.64,0.9272,109.59,0.7723,0.5272,1.1092,1.1976,1.23,2.002,2.872,7954.1,4.627,5.014,5.2,1291.24
2006-05-16,1.2115,0.6447,0.439,91.11,0.9181,110.41,0.7813,0.532,1.1132,1.2113,1.22,1.946,2.823,7853.94,4.673,4.98,5.161,1294.5
2006-05-17,1.2068,0.6441,0.4387,90.84,0.9171,109.66,0.7774,0.5295,1.1071,1.207,1.25,1.911,2.763,7887.09,4.667,4.95,5.103,1292.08
2006-05-18,1.2157,0.646,0.4372,91.3,0.9168,111.02,0.7855,0.5316,1.115,1.2154,1.25,1.941,2.822,7658.52,4.747,4.959,5.151,1270.32
2006-05-19,1.2041,0.6456,0.438,91.91,0.93,110.7,0.7775,0.5276,1.1201,1.2042,1.25,1.939,2.787,7602.3,4.731,4.929,5.063,1261.81
2006-05-22,1.217,0.6436,0.4374,91.79,0.9202,111.76,0.7836,0.5326,1.1206,1.2164,1.23,1.955,2.755,7614.25,4.76,4.972,5.064,1267.03
2006-05-23,1.2041,0.6453,0.4402,92.5,0.9255,111.4,0.7772,0.5301,1.1147,1.203,1.2,1.906,2.686,7430.21,4.728,4.95,5.044,1262.07
2006-05-24,1.2088,0.6453,0.44,92.54,0.9297,111.88,0.7803,0.532,1.1244,1.2084,1.21,1.929,2.703,7572.47,4.742,4.929,5.016,1256.58
2006-05-26,1.216,0.6415,0.4383,91.79,0.9097,111.67,0.7803,0.5331,1.1067,1.217,1.22,1.933,2.68,7481.33,4.762,4.962,5.076,1272.88
2006-05-30,1.2251,0.64,0.439,91.73,0.9026,112.44,0.7844,0.538,1.1064,1.2248,1.22,1.922,2.683,7688.15,4.754,4.954,5.062,1280.16
2006-05-31,1.2108,0.6412,0.4383,92.58,0.9066,112.14,0.7766,0.5309,1.0986,1.2108,1.22,1.95,2.69,7533.31,4.738,4.975,5.078,1259.87
2006-06-01,1.2185,0.6401,0.4385,92.36,0.9031,112.56,0.7803,0.5344,1.1008,1.2187,1.25,1.994,2.704,7604.4,4.752,5.041,5.123,1270.09
2006-06-02,1.2205,0.6393,0.439,92.22,0.903,112.58,0.7805,0.5359,1.1027,1.2212,1.22,2.029,2.722,7617.33,4.755,5.029,5.104,1285.71
2006-06-06,1.2076,0.6415,0.4421,92.86,0.9162,112.16,0.7747,0.534,1.1068,1.2077,1.24,1.986,2.659,7665.08,4.769,4.983,5.026,1265.29
2006-06-07,1.2157,0.6414,0.4419,93.12,0.9158,113.25,0.78,0.5374,1.1139,1.2159,1.27,2.031,2.695,7497.02,4.779,4.996,5.004,1263.85
2006-06-08,1.2207,0.64,0.4412,92.89,0.9109,113.41,0.7813,0.5386,1.1124,1.2214,1.29,2.02,2.683,7549.79,4.783,5.009,5.024,1256.15
2006-06-09,1.2317,0.6414,0.4402,92.62,0.9104,114.12,0.7903,0.5423,1.1218,1.2317,1.27,1.984,2.644,7344.28,4.775,5.009,5.0,1257.93
2006-06-12,1.2342,0.6433,0.4414,92.61,0.8983,114.08,0.7925,0.5437,1.1062,1.2311,1.31,1.974,2.642,7434.57,4.775,5.005,4.977,1252.3
2006-06-13,1.2341,0.6438,0.4396,92.68,0.8912,114.41,0.7947,0.5428,1.1006,1.234,1.26,1.964,2.622,7332.69,4.754,5.022,4.983,1237.44
2006-06-14,1.2386,0.6432,0.4399,93.04,0.8985,115.28,0.7969,0.545,1.1136,1.2389,1.29,1.959,2.605,7154.86,4.711,5.013,4.969,1223.69
2006-06-15,1.2307,0.644,0.4406,93.35,0.9034,114.96,0.7933,0.5424,1.1128,1.2311,1.31,1.967,2.59,7171.03,4.655,5.12,5.07,1230.04
2006-06-16,1.2312,0.6428,0.4392,93.22,0.9031,114.79,0.7915,0.5409,1.1126,1.2309,1.3,1.977,2.648,7324.4,4.598,5.141,5.1,1256.16
2006-06-19,1.2305,0.6422,0.4386,93.6,0.9114,115.22,0.7905,0.5399,1.1223,1.2315,1.36,1.952,2.628,7294.55,4.617,5.168,5.135,1251.54
2006-06-20,1.2401,0.6409,0.4379,93.07,0.9033,115.44,0.795,0.5432,1.1204,1.2404,1.33,2.009,2.687,7363.99,4.636,5.181,5.139,1240.13
2006-06-21,1.2388,0.6413,0.4379,92.71,0.9017,114.87,0.7946,0.5427,1.1176,1.2382,1.32,2.027,2.705,7397.92,4.701,5.203,5.157,1240.12
2006-06-22,1.2331,0.6399,0.4392,93.06,0.8979,114.8,0.7894,0.5418,1.108,1.2338,1.36,2.014,2.708,7427.15,4.604,5.203,5.159,1252.2
2006-06-23,1.2426,0.6397,0.44,93.42,0.8992,116.11,0.7951,0.5469,1.1179,1.2426,1.38,2.034,2.754,7483.33,4.547,5.242,5.214,1245.6
2006-06-26,1.2488,0.6399,0.44,93.23,0.8964,116.5,0.7996,0.5498,1.1203,1.2494,1.34,2.04,2.792,7485.8,4.571,5.27,5.228,1244.5
2006-06-27,1.242,0.6392,0.4413,93.58,0.904,116.27,0.7942,0.5483,1.1231,1.2425,1.36,2.066,2.835,7463.63,4.688,5.257,5.239,1250.56
2006-06-28,1.2435,0.639,0.4411,93.45,0.9028,116.25,0.7948,0.5487,1.1232,1.2429,1.38,2.094,2.833,7406.83,4.759,5.245,5.208,1239.2
2006-06-29,1.2459,0.6392,0.4411,93.4,0.9013,116.4,0.7967,0.5498,1.1237,1.2458,1.39,2.104,2.84,7431.9,4.752,5.283,5.253,1246.0
2006-06-30,1.2361,0.6383,0.4425,93.0,0.8976,115.03,0.7894,0.5472,1.1105,1.2369,1.37,2.086,2.837,7541.08,4.578,5.196,5.2,1272.87
2006-07-03,1.2229,0.6391,0.4424,93.44,0.911,114.31,0.7819,0.5412,1.1149,1.2226,1.36,2.079,2.826,7652.1,4.484,5.162,5.145,1270.2
2006-07-05,1.2244,0.6382,0.4425,93.81,0.9047,114.91,0.7818,0.5422,1.1084,1.2245,1.36,2.099,2.851,7727.8,4.652,5.179,5.143,1280.19
2006-07-06,1.2323,0.6376,0.4422,93.84,0.9026,115.67,0.7859,0.5452,1.1129,1.2326,1.36,2.13,2.884,7659.17,4.539,5.242,5.227,1270.91
2006-07-07,1.2283,0.6368,0.4429,93.69,0.9056,115.11,0.7824,0.5441,1.113,1.2285,1.35,2.087,2.844,7704.64,4.792,5.217,5.183,1274.08
2006-07-10,1.2223,0.6382,0.442,93.15,0.9107,113.9,0.7804,0.5405,1.1139,1.2231,1.33,2.053,2.837,7655.21,4.831,5.175,5.132,1265.48
2006-07-11,1.2297,0.6381,0.4412,92.86,0.9128,114.22,0.785,0.5428,1.1237,1.23,1.37,2.07,2.864,7704.36,4.84,5.179,5.13,1267.34
2006-07-12,1.2269,0.6382,0.4417,93.11,0.9219,114.28,0.7833,0.5421,1.132,1.226,1.34,2.036,2.833,7669.39,4.89,5.162,5.108,1272.43
2006-07-13,1.2338,0.6376,0.4416,93.57,0.9182,115.48,0.787,0.545,1.1334,1.234,1.31,2.046,2.847,7706.95,4.879,5.183,5.106,1258.6
2006-07-14,1.2292,0.6407,0.441,93.83,0.9197,115.37,0.7878,0.5423,1.1314,1.2296,1.33,2.028,2.828,7587.96,4.877,5.12,5.067,1242.28
2006-07-17,1.2349,0.6408,0.4405,94.2,0.9131,116.35,0.7915,0.5442,1.1281,1.2344,1.36,1.991,2.785,7506.78,4.857,5.102,5.067,1236.2
2006-07-18,1.2477,0.6397,0.4402,93.83,0.9099,117.12,0.7986,0.5495,1.1359,1.2481,1.39,1.994,2.784,7501.34,4.855,5.119,5.069,1234.49
2006-07-19,1.2526,0.6384,0.4371,93.61,0.907,117.29,0.7997,0.5476,1.1368,1.2527,1.37,1.999,2.802,7461.34,4.941,5.192,5.136,1236.86
2006-07-20,1.248,0.636,0.4349,93.59,0.9088,116.84,0.794,0.5428,1.1343,1.2482,1.38,1.997,2.782,7603.57,4.884,5.11,5.055,1259.81
2006-07-21,1.2438,0.6364,0.4348,94.05,0.9101,117.04,0.7919,0.541,1.1328,1.2441,1.33,1.988,2.783,7659.57,4.857,5.068,5.03,1249.13
2006-07-24,1.236,0.6366,0.435,93.93,0.9199,116.12,0.7871,0.5378,1.1377,1.2366,1.32,1.979,2.774,7618.14,4.877,5.089,5.049,1240.29
2006-07-25,1.2457,0.6351,0.4335,93.6,0.9141,116.67,0.7916,0.5402,1.1398,1.246,1.33,1.977,2.759,7780.28,4.871,5.093,5.049,1260.91
2006-07-26,1.2533,0.6339,0.4334,93.46,0.9104,117.16,0.7948,0.5434,1.1418,1.2536,1.39,1.972,2.707,7784.8,5.018,5.123,5.069,1268.88
2006-07-27,1.2404,0.6337,0.4345,93.72,0.9147,116.3,0.7863,0.5391,1.1354,1.2408,1.35,1.987,2.745,7815.13,4.986,5.075,5.038,1268.4
2006-07-28,1.2385,0.6356,0.4343,93.44,0.9155,115.76,0.7875,0.538,1.1345,1.2384,1.32,1.985,2.727,7856.48,5.005,5.054,5.04,1263.2
2006-07-31,1.2315,0.6358,0.4357,93.06,0.9172,114.64,0.7832,0.5368,1.1301,1.2327,1.4,1.978,2.713,7946.5,4.959,4.988,4.994,1278.55
2006-08-02,1.2259,0.6358,0.4346,93.45,0.9219,114.59,0.7797,0.533,1.1309,1.226,1.39,1.979,2.701,7941.83,5.186,4.962,4.981,1270.92
2006-08-03,1.2303,0.6352,0.4328,93.15,0.915,114.64,0.7818,0.5327,1.1265,1.2308,1.36,1.986,2.698,7905.19,5.191,4.954,4.965,1277.41
2006-08-04,1.2312,0.6343,0.4301,93.33,0.9129,114.96,0.7813,0.5297,1.125,1.2309,1.35,2.017,2.739,7810.04,5.173,4.991,4.963,1280.27
2006-08-07,1.2213,0.6354,0.4291,93.48,0.9224,114.19,0.7762,0.5243,1.1271,1.2235,1.34,1.997,2.691,7891.03,5.163,4.916,4.899,1279.36
2006-08-08,1.2262,0.6354,0.4277,93.92,0.9127,115.2,0.7792,0.5247,1.1197,1.2259,1.34,1.993,2.697,7790.84,5.198,4.957,4.923,1275.77
2006-08-09,1.2265,0.6356,0.4273,93.98,0.9157,115.33,0.7798,0.5243,1.1237,1.2258,1.36,1.994,2.687,7793.26,5.176,4.903,4.925,1271.48
2006-08-10,1.2256,0.6339,0.428,94.04,0.9131,115.31,0.7774,0.5249,1.12,1.2263,1.36,2.001,2.688,7882.93,5.145,4.923,4.941,1265.95
2006-08-11,1.2341,0.6331,0.4277,93.32,0.9128,115.19,0.7817,0.5279,1.1272,1.2339,1.37,1.993,2.679,7844.23,5.127,4.936,4.939,1271.81
2006-08-14,1.242,0.633,0.4257,93.65,0.9058,116.35,0.7865,0.529,1.1258,1.2431,1.37,2.0,2.694,7858.57,5.127,4.978,4.975,1266.74
2006-08-15,1.2417,0.6328,0.4262,93.9,0.908,116.64,0.786,0.5294,1.128,1.242,1.38,2.062,2.727,7925.1,5.141,5.016,4.999,1268.21
2006-08-16,1.2369,0.6321,0.4267,93.81,0.9067,116.08,0.7821,0.528,1.122,1.2372,1.39,2.044,2.704,8055.32,5.181,4.952,4.935,1285.58
2006-08-17,1.2292,0.6329,0.4288,94.19,0.91,115.83,0.7785,0.5273,1.1195,1.2296,1.38,2.011,2.639,8089.71,5.15,4.884,4.865,1295.43
2006-08-18,1.2316,0.6323,0.4303,94.1,0.911,115.94,0.7793,0.5301,1.1228,1.2327,1.38,2.027,2.624,8112.76,5.153,4.905,4.869,1297.48
