Date,SMI,SP500,USD_CHF,BondCH,BondUS
2008-05-28,7474.5,1390.84,1.0368,3.4,5.66
2008-05-29,7541.799805,1398.26,1.049,3.45,5.73
2008-05-30,7511.299805,1400.38,1.0414,3.454,5.67
2008-06-02,7555.700195,1385.67,1.0368,3.416,5.64
2008-06-03,7590.399902,1377.65,1.0419,3.411,5.57
2008-06-04,7514.47998,1377.2,1.042,3.432,5.64
2008-06-05,7567.22998,1404.05,1.0384,3.442,5.69
2008-06-06,7386.419922,1360.68,1.0185,3.376,5.61
2008-06-09,7325.899902,1361.76,1.0271,3.41,5.58
2008-06-10,7284.209961,1358.44,1.0421,3.468,5.66
2008-06-11,7167.299805,1335.49,1.0312,3.487,5.66
2008-06-12,7222.790039,1339.87,1.0398,3.525,5.73
2008-06-13,7261.370117,1360.03,1.0469,3.512,5.76
2008-06-16,7238.27002,1360.14,1.0445,3.496,5.75
2008-06-17,7251.419922,1350.93,1.041,3.464,5.76
2008-06-18,7182.560059,1337.81,1.036,3.458,5.7
2008-06-19,7158.939941,1342.83,1.044,3.442,5.77
2008-06-20,7069.439941,1317.93,1.0365,3.484,5.72
2008-06-23,7026.919922,1318.0,1.0446,3.434,5.73
2008-06-24,7026.080078,1314.29,1.041,3.441,5.68
2008-06-25,7081.370117,1321.97,1.0346,3.455,5.67
2008-06-26,6949.72998,1283.15,1.0237,3.454,5.67
2008-06-27,6861.540039,1278.38,1.0181,3.367,5.61
2008-06-30,6958.509766,1280.0,1.021,3.41,5.6
2008-07-01,6849.669922,1284.91,1.021,3.408,5.62
2008-07-02,6843.75,1261.52,1.0141,3.42,5.57
2008-07-03,6844.060059,1262.9,1.0264,3.413,5.6
2008-07-07,6815.72998,1252.31,1.0262,3.311,5.57
2008-07-08,6788.129883,1273.7,1.0336,3.298,5.52
2008-07-09,6921.439941,1244.69,1.0288,3.288,5.5
2008-07-10,6803.069824,1253.39,1.0279,3.257,5.49
2008-07-11,6638.890137,1239.49,1.0157,3.248,5.59
2008-07-14,6675.259766,1228.3,1.0171,3.284,5.54
2008-07-15,6561.97998,1214.91,1.0099,3.279,5.58
2008-07-16,6583.490234,1245.36,1.0175,3.24,5.7
2008-07-17,6739.160156,1260.32,1.0197,3.274,5.75
2008-07-18,6827.310059,1260.68,1.0225,3.29,5.77
2008-07-21,6858.220215,1260.0,1.0178,3.343,5.76
2008-07-22,6922.25,1277.0,1.0301,3.396,5.78
2008-07-23,7058.240234,1282.19,1.0374,3.46,5.81
2008-07-24,7056.930176,1252.54,1.0359,3.412,5.72
2008-07-25,7015.029785,1257.76,1.0387,3.39,5.81
2008-07-28,6968.930176,1234.37,1.0338,3.416,5.73
2008-07-29,6993.299805,1263.2,1.046,3.385,5.74
2008-07-30,7108.910156,1284.26,1.0485,3.352,5.76
2008-07-31,7141.209961,1267.38,1.0475,3.321,5.73
2008-08-04,7078.220215,1249.01,1.0488,3.28,5.72
2008-08-05,7190.779785,1284.88,1.0536,3.35,5.76
2008-08-06,7209.339844,1289.19,1.0587,3.316,5.82
2008-08-07,7182.069824,1266.07,1.0624,3.365,5.7
2008-08-08,7262.100098,1296.32,1.082,3.317,5.68
2008-08-11,7337.72998,1305.32,1.0858,3.316,5.74
2008-08-12,7301.839844,1289.59,1.0874,3.322,5.68
2008-08-13,7193.5,1285.83,1.0858,3.283,5.7
2008-08-14,7206.459961,1292.93,1.0964,3.293,5.65
2008-08-15,7235.930176,1298.2,1.0953,3.262,5.61
2008-08-18,7231.399902,1278.6,1.0969,3.231,5.57
2008-08-19,7115.180176,1266.69,1.0908,3.201,5.6
2008-08-20,7100.009766,1274.54,1.098,3.214,5.57
2008-08-21,7000.529785,1277.72,1.087,3.198,5.59
2008-08-22,7094.120117,1292.2,1.0973,3.209,5.59
2008-08-25,7062.580078,1266.84,1.097,3.21,5.53
2008-08-26,7093.720215,1271.51,1.1,3.213,5.53
2008-08-27,7086.640137,1281.66,1.0972,3.214,5.51
2008-08-28,7190.399902,1300.68,1.0978,3.221,5.51
2008-08-29,7238.740234,1282.83,1.0959,3.188,5.6
2008-09-02,7298.589844,1277.58,1.1064,3.235,5.54
2008-09-03,7256.629883,1274.98,1.1067,3.218,5.5
2008-09-04,7084.649902,1236.83,1.1115,3.231,5.46
2008-09-05,6976.589844,1242.31,1.1159,3.217,5.46
2008-09-08,7177.419922,1267.79,1.1281,3.182,5.45
2008-09-09,7189.450195,1224.51,1.126,3.166,5.37
2008-09-10,7121.430176,1232.04,1.1363,3.19,5.46
2008-09-11,7071.25,1249.05,1.138,3.2,5.44
2008-09-12,7215.5,1251.7,1.1292,3.184,5.56
2008-09-15,6939.109863,1192.7,1.1118,3.123,5.46
2008-09-16,6732.930176,1213.59,1.1218,3.202,5.49
2008-09-17,6654.330078,1156.39,1.1031,3.172,5.58
2008-09-18,6623.25,1206.51,1.1088,3.176,5.68
2008-09-19,7025.169922,1255.08,1.1024,3.149,5.93
2008-09-22,6887.390137,1207.09,1.0742,3.234,5.91
2008-09-23,6805.529785,1188.22,1.0848,3.252,5.94
2008-09-24,6780.339844,1185.87,1.0905,3.263,5.88
2008-09-25,6945.490234,1209.18,1.0876,3.284,5.92
2008-09-26,6815.52002,1213.01,1.092,3.218,5.91
2008-09-29,6500.129883,1106.39,1.092,3.172,5.76
2008-09-30,6654.890137,1166.36,1.1209,3.08,6.01
2008-10-01,6727.629883,1161.06,1.1254,2.958,6.02
2008-10-02,6730.939941,1114.28,1.1354,2.993,6.04
2008-10-03,6879.819824,1099.23,1.1259,2.931,5.98
2008-10-06,6458.720215,1056.89,1.1483,2.929,5.89
2008-10-07,6427.759766,996.23,1.1405,2.992,5.97
2008-10-08,6073.450195,984.94,1.1274,2.899,6.11
2008-10-09,5798.839844,909.92,1.1285,3.005,6.19
2008-10-10,5347.220215,899.22,1.151,3.003,6.43
2008-10-13,5956.319824,1003.35,1.1355,3.284,6.43
2008-10-14,6260.220215,998.01,1.1358,3.274,6.55
2008-10-15,5911.169922,907.84,1.1336,3.262,6.32
2008-10-16,5718.529785,946.43,1.1335,3.279,6.47
2008-10-17,6099.620117,940.55,1.1358,3.351,6.55
2008-10-20,6216.459961,985.4,1.1507,3.371,6.51
2008-10-21,6185.47998,955.05,1.1522,3.349,6.44
2008-10-22,5925.459961,896.78,1.1651,3.309,6.29
2008-10-23,5893.72998,908.11,1.1591,3.26,6.11
2008-10-24,5675.089844,876.77,1.1663,3.232,6.24
2008-10-27,5500.939941,848.92,1.1566,3.181,6.27
2008-10-28,5538.540039,940.51,1.1511,3.291,6.37
2008-10-29,5880.569824,930.09,1.1326,3.252,6.43
2008-10-30,5842.339844,954.09,1.1389,3.275,6.47
2008-10-31,6153.209961,968.75,1.1595,3.222,6.54
2008-11-03,6233.879883,966.3,1.1768,3.309,6.45
2008-11-04,6399.97998,1005.75,1.1629,3.314,6.36
2008-11-05,6177.149902,952.77,1.1602,3.287,6.3
2008-11-06,5924.899902,904.88,1.1774,3.333,6.33
2008-11-07,6008.160156,930.99,1.1786,3.265,6.39
2008-11-10,6090.620117,919.21,1.1785,3.256,6.34
2008-11-11,5880.790039,898.95,1.187,3.214,6.34
2008-11-12,5702.859863,852.3,1.1871,3.229,6.3
2008-11-13,5740.040039,911.29,1.1856,3.269,6.47
2008-11-14,5834.75,873.29,1.1963,3.276,6.35
2008-11-17,5646.430176,850.75,1.199,3.09,6.33
2008-11-18,5675.580078,859.12,1.2016,3.11,6.15
2008-11-19,5524.060059,806.58,1.2114,3.045,5.97
2008-11-20,5306.100098,752.44,1.2256,2.925,5.69
2008-11-21,5144.02002,800.03,1.2224,2.806,5.82
2008-11-24,5466.399902,851.81,1.1967,2.765,5.92
2008-11-25,5478.390137,857.39,1.1869,2.785,5.75
2008-11-26,5498.560059,887.68,1.2023,2.722,5.72
2008-11-28,5816.600098,896.24,1.1978,2.578,5.6
2008-12-01,5527.580078,816.21,1.2044,2.547,5.35
2008-12-02,5537.589844,848.81,1.2063,2.434,5.32
2008-12-03,5604.22998,870.74,1.2102,2.373,5.3
2008-12-04,5649.140137,845.22,1.1954,2.304,5.25
2008-12-05,5530.839844,876.07,1.219,2.481,5.32
2008-12-08,5818.819824,909.7,1.2063,2.428,5.36
2008-12-09,5845.560059,888.67,1.2054,2.4,5.3
2008-12-10,5751.910156,899.24,1.1991,2.49,5.39
2008-12-11,5729.850098,873.59,1.1857,2.507,5.37
2008-12-12,5636.169922,879.73,1.1769,2.492,5.35
2008-12-15,5526.540039,868.57,1.158,2.484,5.29
2008-12-16,5567.140137,913.18,1.1199,2.52,5.16
2008-12-17,5548.200195,904.42,1.0733,2.532,4.94
2008-12-18,5515.049805,885.28,1.0786,2.492,4.72
2008-12-19,5459.859863,887.88,1.1009,2.461,4.62
2008-12-22,5419.52002,871.63,1.0937,2.494,4.66
2008-12-23,5399.580078,863.16,1.0879,2.523,4.75
2008-12-24,5399.580078,868.15,1.0728,2.523,4.75
2008-12-29,5464.959961,869.42,1.0574,2.475,4.74
2008-12-30,5534.529785,890.64,1.0558,2.479,4.64
2008-12-31,5534.529785,903.25,1.0429,2.479,4.7
2009-01-05,5756.089844,927.45,1.1086,2.668,5.05
2009-01-06,5799.310059,934.7,1.1164,2.701,5.05
2009-01-07,5761.689941,906.65,1.1038,2.781,5.05
2009-01-08,5751.069824,909.73,1.094,2.85,5.03
2009-01-09,5697.240234,890.35,1.114,2.764,5.02
2009-01-12,5591.790039,870.26,1.1149,2.684,4.97
2009-01-13,5534.330078,871.79,1.118,2.638,4.96
2009-01-14,5378.810059,842.62,1.1153,2.726,4.84
2009-01-15,5382.439941,843.74,1.1219,2.606,4.82
2009-01-16,5435.540039,850.12,1.1202,2.663,4.84
2009-01-20,5321.0,805.22,1.147,2.779,4.9
2009-01-21,5304.169922,840.24,1.1554,2.65,5.09
2009-01-22,5329.439941,827.5,1.1536,2.641,5.21
2009-01-23,5306.910156,831.95,1.1461,2.651,5.18
2009-01-26,5417.069824,836.57,1.1382,2.718,5.24
2009-01-27,5348.910156,845.71,1.1399,2.76,5.05
2009-01-28,5417.930176,874.09,1.1524,2.673,5.2
2009-01-29,5272.899902,845.14,1.1541,2.66,5.32
2009-01-30,5290.049805,825.88,1.1605,2.679,5.32
2009-02-02,5166.959961,825.44,1.162,2.619,5.19
2009-02-03,5217.609863,838.51,1.1442,2.591,5.28
2009-02-04,5225.459961,832.23,1.1578,2.592,5.34
2009-02-05,5106.850098,845.85,1.1712,2.62,5.3
2009-02-06,5123.089844,868.6,1.0824,2.602,5.35
2009-02-09,5158.5,869.89,1.1672,2.645,5.37
2009-02-10,5144.689941,827.16,1.1562,2.659,5.22
2009-02-11,5123.77002,833.74,1.1606,2.627,5.07
2009-02-12,5106.669922,835.19,1.1612,2.551,5.09
2009-02-13,5126.839844,826.84,1.1606,2.488,5.32
2009-02-17,4941.310059,789.17,1.1683,2.483,5.12
2009-02-18,4955.470215,788.42,1.1744,2.489,5.19
2009-02-19,4990.52002,778.94,1.1744,2.418,5.4
2009-02-20,4851.209961,770.05,1.157,2.461,5.28
2009-02-23,4797.120117,743.33,1.1707,2.54,5.23
2009-02-24,4723.02002,773.14,1.1583,2.525,5.21
2009-02-25,4702.5,764.9,1.1698,2.537,5.31
2009-02-26,4770.779785,752.83,1.1659,2.594,5.36
2009-02-27,4690.669922,735.09,1.1699,2.595,5.43
2009-03-02,4438.27002,700.82,1.1757,2.563,5.41
2009-03-03,4358.0,696.33,1.1787,2.593,5.44
2009-03-04,4463.669922,712.87,1.1698,2.564,5.46
2009-03-05,4390.180176,682.55,1.17,2.584,5.32
2009-03-06,4311.609863,683.38,1.1589,2.495,5.38
2009-03-09,4307.669922,676.53,1.1583,2.508,5.42
2009-03-10,4512.549805,719.6,1.1592,2.559,5.54
2009-03-11,4576.970215,721.36,1.1554,2.646,5.49
2009-03-12,4645.779785,750.74,1.1868,2.694,5.47
2009-03-13,4726.740234,756.55,1.1846,2.566,5.51
2009-03-16,4816.430176,753.89,1.1845,2.605,5.7
2009-03-17,4813.779785,778.12,1.1804,2.521,5.75
2009-03-18,4783.319824,794.35,1.1411,2.53,5.51
2009-03-19,4794.629883,784.04,1.123,2.508,5.55
2009-03-20,4787.169922,768.54,1.1278,2.453,5.59
2009-03-23,4931.069824,822.92,1.1255,2.46,5.62
2009-03-24,4923.660156,806.12,1.1306,2.627,5.44
2009-03-25,4970.379883,813.88,1.1216,2.648,5.55
2009-03-26,4966.740234,832.86,1.1269,2.668,5.48
2009-03-27,4872.330078,815.94,1.1433,2.643,5.45
2009-03-30,4745.759766,787.53,1.1509,2.618,5.43
2009-03-31,4927.430176,797.87,1.1389,2.61,5.39
2009-04-01,5014.899902,811.08,1.1458,2.581,5.32
2009-04-02,5178.529785,834.38,1.1342,2.614,5.4
2009-04-03,5042.990234,842.5,1.1299,2.652,5.5
2009-04-06,5002.080078,835.48,1.1366,2.697,5.53
2009-04-07,4974.200195,815.55,1.1414,2.718,5.5
2009-04-08,4999.799805,825.16,1.1481,2.693,5.43
2009-04-09,5070.600098,856.56,1.1563,2.702,5.43
2009-04-14,5099.319824,841.5,1.1367,2.662,5.3
2009-04-15,5065.430176,852.06,1.1423,2.639,5.29
2009-04-16,5163.950195,865.3,1.1468,2.637,5.35
2009-04-17,5192.629883,869.6,1.1653,2.631,5.33
2009-04-20,5065.180176,832.39,1.1688,2.633,5.23
2009-04-21,5076.720215,850.08,1.1687,2.552,5.29
2009-04-22,5063.700195,843.55,1.1637,2.589,5.38
2009-04-23,5023.899902,851.92,1.1506,2.601,5.34
2009-04-24,5113.049805,866.23,1.1358,2.599,5.42
2009-04-27,5175.970215,857.51,1.1567,2.562,5.39
2009-04-28,5109.089844,855.16,1.1439,2.559,5.5
2009-04-29,5152.720215,873.64,1.1363,2.591,5.46
2009-04-30,5225.919922,872.81,1.1402,2.633,5.45
2009-05-04,5318.339844,907.24,1.126,2.693,5.47
2009-05-05,5280.930176,903.8,1.1335,2.708,5.39
2009-05-06,5319.259766,919.53,1.1332,2.69,5.42
2009-05-07,5325.629883,907.39,1.1297,2.704,5.6
2009-05-08,5391.009766,929.23,1.1035,2.827,5.6
2009-05-11,5358.939941,909.24,1.1088,2.848,5.51
2009-05-12,5346.029785,908.35,1.1056,2.824,5.48
2009-05-13,5277.370117,883.92,1.1072,2.841,5.41
2009-05-14,5360.0,893.07,1.1046,2.781,5.39
2009-05-15,5350.669922,882.88,1.1202,2.772,5.41
2009-05-18,5435.120117,909.71,1.1142,2.79,5.5
2009-05-19,5498.799805,908.13,1.1088,2.788,5.53
2009-05-20,5509.27002,903.47,1.1004,2.852,5.48
2009-05-22,5409.259766,887.0,1.0856,2.893,5.72
2009-05-26,5431.27002,910.33,1.0834,2.963,5.77
2009-05-27,5419.419922,893.06,1.0923,2.993,5.88
2009-05-28,5350.589844,906.83,1.0854,3.042,5.75
2009-05-29,5349.740234,919.14,1.0665,3.065,5.36
2009-06-02,5432.220215,944.74,1.0613,3.109,5.62
2009-06-03,5384.709961,931.76,1.0703,3.035,5.57
2009-06-04,5422.209961,942.46,1.0693,3.049,5.72
2009-06-05,5398.899902,940.09,1.0845,3.083,5.78
2009-06-08,5391.720215,939.14,1.091,3.111,5.76
2009-06-09,5388.669922,942.43,1.0792,3.083,5.78
2009-06-10,5436.390137,939.15,1.0805,3.091,5.87
2009-06-11,5483.850098,944.89,1.0702,3.082,5.81
2009-06-12,5521.839844,946.21,1.0803,3.049,5.76
2009-06-15,5400.149902,923.72,1.0927,2.994,5.68
2009-06-16,5377.100098,911.97,1.0889,2.995,5.63
2009-06-17,5302.290039,910.71,1.0801,2.982,5.59
2009-06-18,5376.839844,918.37,1.0856,2.992,5.62
2009-06-19,5421.589844,921.23,1.0823,3.044,5.53
2009-06-22,5310.370117,893.04,1.0862,2.999,5.48
2009-06-23,5321.310059,895.1,1.067,3.016,5.43
2009-06-24,5443.419922,900.94,1.0973,3.059,5.49
2009-06-25,5361.299805,920.26,1.0942,3.077,5.41
2009-06-26,5375.990234,918.9,1.0829,3.061,5.36
2009-06-29,5443.450195,927.23,1.0827,3.016,5.37
2009-06-30,5403.970215,919.32,1.0858,3.016,5.37
2009-07-01,5472.939941,923.33,1.075,3.049,5.45
2009-07-02,5355.22998,896.42,1.0873,3.038,5.4
2009-07-06,5354.149902,898.72,1.0848,2.982,5.43
2009-07-07,5329.200195,881.03,1.089,2.999,5.38
2009-07-08,5289.390137,879.56,1.0902,2.984,5.24
2009-07-09,5305.390137,882.68,1.0782,2.998,5.39
2009-07-10,5237.810059,879.13,1.086,2.991,5.28
2009-07-13,5315.290039,901.05,1.082,2.931,5.31
2009-07-14,5365.049805,905.84,1.0887,2.939,5.43
2009-07-15,5473.330078,932.68,1.0747,2.96,5.51
2009-07-16,5538.569824,940.74,1.0736,2.993,5.45
2009-07-17,5594.140137,940.38,1.0776,2.964,5.52
2009-07-20,5627.930176,951.13,1.069,3.006,5.46
2009-07-21,5636.189941,954.58,1.068,2.947,5.34
2009-07-22,5637.02002,954.07,1.0668,2.908,5.43
2009-07-23,5765.509766,976.29,1.0736,2.893,5.55
2009-07-24,5760.899902,979.26,1.0717,2.876,5.5
2009-07-27,5774.890137,982.18,1.0699,2.852,5.57
2009-07-28,5762.799805,979.62,1.0766,2.854,5.5
2009-07-29,5787.189941,975.15,1.0896,2.813,5.41
2009-07-30,5932.620117,986.75,1.0868,2.748,5.33
2009-07-31,5950.689941,987.48,1.0681,2.745,5.18
2009-08-03,5967.430176,1002.63,1.0595,2.669,5.29
2009-08-04,5939.779785,1005.65,1.0591,2.691,5.28
2009-08-05,5911.910156,1002.72,1.0612,2.704,5.36
2009-08-06,5968.080078,997.08,1.0636,2.744,5.31
2009-08-07,6026.399902,1010.48,1.0813,2.701,5.46
2009-08-10,6007.549805,1007.1,1.0855,2.765,5.37
2009-08-11,5949.97998,994.35,1.0817,2.752,5.31
2009-08-12,5962.490234,1005.81,1.0756,2.717,5.4
2009-08-13,5986.720215,1012.73,1.0706,2.741,5.29
2009-08-14,5985.299805,1004.09,1.0715,2.72,5.31
2009-08-17,5883.700195,979.73,1.0762,2.695,5.24
2009-08-18,5953.75,989.67,1.0733,2.723,5.28
2009-08-19,5980.790039,996.46,1.0642,2.714,5.21
2009-08-20,6032.049805,1007.37,1.0626,2.705,5.18
2009-08-21,6139.799805,1026.13,1.0579,2.702,5.3
2009-08-24,6194.390137,1025.57,1.0618,2.744,5.2
2009-08-25,6200.850098,1028.0,1.0621,2.709,5.14
2009-08-26,6176.970215,1028.12,1.0687,2.705,5.11
2009-08-27,6169.189941,1030.98,1.057,2.709,5.14
2009-08-28,6211.580078,1028.93,1.0597,2.719,5.12
2009-08-31,6217.120117,1020.62,1.0581,2.72,5.12
2009-09-01,6128.169922,998.04,1.0661,2.725,5.14
2009-09-02,6089.240234,994.75,1.0602,2.717,5.04
2009-09-03,6073.720215,1003.24,1.062,2.739,5.09
2009-09-04,6119.069824,1016.4,1.0602,2.746,5.21
2009-09-08,6194.720215,1025.39,1.0456,2.779,5.25
2009-09-09,6202.040039,1033.37,1.0415,2.787,5.26
2009-09-10,6208.430176,1044.14,1.0384,2.819,5.1
2009-09-11,6232.990234,1042.73,1.0369,2.803,5.1
2009-09-14,6225.640137,1049.34,1.0323,2.769,5.13
2009-09-15,6213.189941,1052.63,1.0337,2.782,5.17
2009-09-16,6299.910156,1068.76,1.032,2.799,5.17
2009-09-17,6317.720215,1065.49,1.0288,2.826,5.09
2009-09-18,6325.149902,1068.3,1.0278,2.788,5.19
2009-09-21,6306.22998,1064.66,1.0318,2.81,5.2
2009-09-22,6340.720215,1071.66,1.022,2.809,5.16
2009-09-23,6349.830078,1060.87,1.0268,2.803,5.15
2009-09-24,6275.439941,1050.78,1.0296,2.765,5.13
2009-09-25,6236.910156,1044.38,1.0251,2.764,5.05
2009-09-28,6289.27002,1062.98,1.0324,2.743,5.0
2009-09-29,6316.720215,1060.61,1.0354,2.758,4.99
2009-09-30,6323.180176,1057.08,1.0346,2.749,5.04
2009-10-01,6255.169922,1029.85,1.0423,2.723,4.95
2009-10-02,6150.169922,1025.21,1.0344,2.695,5.03
2009-10-05,6162.899902,1040.46,1.0312,2.689,5.03
2009-10-06,6277.160156,1054.72,1.0268,2.698,5.06
2009-10-07,6260.149902,1057.58,1.0314,2.704,4.97
2009-10-08,6305.799805,1065.48,1.0274,2.7,5.07
2009-10-09,6291.640137,1071.49,1.0316,2.747,5.19
2009-10-12,6377.779785,1076.19,1.0256,2.775,5.19
2009-10-13,6321.259766,1073.19,1.022,2.741,5.12
2009-10-14,6405.919922,1092.02,1.0142,2.753,5.24
2009-10-15,6383.189941,1096.56,1.0138,2.774,5.28
2009-10-16,6345.259766,1087.68,1.018,2.829,5.2
2009-10-19,6436.370117,1097.91,1.0114,2.834,5.16
2009-10-20,6427.290039,1091.06,1.0122,2.835,5.11
2009-10-21,6434.660156,1081.4,1.0062,2.818,5.17
2009-10-22,6405.910156,1092.91,1.004,2.837,5.19
2009-10-23,6378.060059,1079.6,1.0083,2.824,5.17
2009-10-26,6303.350098,1066.95,1.0188,2.851,5.31
2009-10-27,6367.970215,1063.41,1.0208,2.83,5.21
2009-10-28,6279.939941,1042.63,1.0262,2.765,5.16
2009-10-29,6351.27002,1066.11,1.0181,2.767,5.27
2009-10-30,6285.759766,1036.19,1.0265,2.766,5.16
2009-11-02,6291.220215,1042.88,1.0219,2.724,5.19
2009-11-03,6213.350098,1045.41,1.0255,2.668,5.24
2009-11-04,6267.109863,1046.5,1.0155,2.717,5.32
2009-11-05,6285.200195,1066.63,1.0159,2.699,5.33
2009-11-06,6293.609863,1069.3,1.017,2.677,5.28
2009-11-09,6385.140137,1093.08,1.0072,2.698,5.29
2009-11-10,6369.100098,1093.01,1.0073,2.681,5.3
2009-11-11,6374.700195,1098.51,1.0079,2.683,5.3
2009-11-12,6355.759766,1087.24,1.0165,2.64,5.27
2009-11-13,6351.080078,1093.48,1.0124,2.66,5.24
2009-11-16,6422.810059,1109.3,1.007,2.664,5.14
2009-11-17,6376.399902,1110.32,1.0158,2.634,5.13
2009-11-18,6368.970215,1109.8,1.0101,2.623,5.18
2009-11-19,6286.810059,1094.9,1.0133,2.654,5.17
2009-11-20,6277.459961,1091.38,1.0166,2.639,5.16
2009-11-23,6410.240234,1106.24,1.0098,2.627,5.11
2009-11-24,6397.529785,1105.65,1.0084,2.563,5.08
2009-11-25,6422.200195,1110.63,0.997,2.55,5.06
2009-11-27,6336.660156,1091.49,1.0053,2.514,5.03
2009-11-30,6260.950195,1095.63,1.0031,2.508,5.01
2009-12-01,6372.080078,1108.86,0.9988,2.509,5.09
2009-12-02,6386.540039,1109.24,1.0005,2.52,5.09
2009-12-03,6444.080078,1099.92,0.9999,2.55,5.14
2009-12-04,6501.160156,1105.98,1.0164,2.519,5.23
2009-12-07,6470.609863,1103.25,1.0184,2.556,5.22
2009-12-08,6399.740234,1091.94,1.0278,2.514,5.19
2009-12-09,6351.709961,1095.95,1.0258,2.5,5.22
2009-12-10,6410.640137,1102.35,1.0258,2.501,5.31
2009-12-11,6411.580078,1106.41,1.0351,2.499,5.31
2009-12-14,6433.089844,1114.11,1.0314,2.488,5.27
2009-12-15,6439.399902,1107.93,1.0399,2.465,5.33
2009-12-16,6532.319824,1109.18,1.039,2.478,5.3
2009-12-17,6489.22998,1096.08,1.0464,2.461,5.18
2009-12-18,6464.319824,1102.47,1.0429,2.433,5.22
2009-12-21,6504.439941,1114.05,1.0454,2.377,5.3
2009-12-22,6582.899902,1118.02,1.0481,2.401,5.31
2009-12-23,6579.97998,1120.59,1.039,2.368,5.3
2009-12-24,6579.97998,1126.48,1.0369,2.368,5.38
2009-12-28,6591.009766,1127.78,1.0354,2.378,5.4
2009-12-29,6608.52002,1126.2,1.0375,2.415,5.34
2009-12-30,6545.910156,1126.42,1.0361,2.404,5.3
2009-12-31,6545.910156,1115.1,1.0342,2.404,5.33
2010-01-04,6631.439941,1132.99,1.0291,2.489,5.35
2010-01-05,6579.259766,1136.52,1.0337,2.488,5.24
2010-01-06,6559.410156,1137.14,1.0276,2.48,5.3
2010-01-07,6555.359863,1141.69,1.0336,2.496,5.31
2010-01-08,6617.879883,1144.98,1.0236,2.486,5.32
2010-01-11,6592.259766,1146.98,1.0167,2.498,5.35
2010-01-12,6541.899902,1136.22,1.0188,2.484,5.25
2010-01-13,6554.549805,1145.68,1.0176,2.462,5.32
2010-01-14,6627.419922,1148.46,1.0186,2.392,5.17
2010-01-15,6576.02002,1136.03,1.0249,2.387,5.12
2010-01-19,6633.859863,1150.23,1.0326,2.386,5.22
2010-01-20,6586.529785,1138.04,1.0436,2.382,5.24
2010-01-21,6578.950195,1116.48,1.0416,2.418,5.21
2010-01-22,6493.959961,1091.76,1.0418,2.403,5.21
2010-01-25,6451.299805,1096.78,1.04,2.417,5.29
2010-01-26,6484.22998,1092.17,1.0459,2.425,5.3
2010-01-27,6473.029785,1097.5,1.0497,2.404,5.28
2010-01-28,6442.410156,1084.53,1.0518,2.424,5.3
2010-01-29,6440.720215,1073.87,1.0608,2.401,5.24
2010-02-01,6496.330078,1089.19,1.0564,2.373,5.3
2010-02-02,6550.120117,1103.32,1.0547,2.356,5.28
2010-02-03,6553.799805,1097.28,1.0581,2.359,5.36
2010-02-04,6396.509766,1063.11,1.0656,2.367,5.27
2010-02-05,6264.330078,1066.19,1.0722,2.312,5.24
2010-02-08,6347.140137,1056.74,1.0728,2.267,5.27
2010-02-09,6314.75,1070.52,1.0652,2.275,5.32
2010-02-10,6333.990234,1068.13,1.0664,2.32,5.39
2010-02-11,6403.419922,1078.47,1.0707,2.315,5.43
2010-02-12,6416.200195,1075.51,1.0751,2.311,5.41
2010-02-16,6497.660156,1094.87,1.0658,2.329,5.39
2010-02-17,6567.600098,1099.51,1.07758,2.31,5.46
2010-02-18,6637.290039,1106.75,1.0877,2.329,5.49
2010-02-19,6709.680176,1109.17,1.0758,2.395,5.43
2010-02-22,6687.410156,1108.01,1.0755,2.412,5.45
2010-02-23,6649.089844,1094.6,1.0822,2.4,5.33
2010-02-24,6687.950195,1105.24,1.0808,2.346,5.32
2010-02-25,6643.959961,1102.94,1.0811,2.341,5.26
2010-02-26,6710.990234,1104.49,1.0733,2.345,5.21
2010-03-01,6791.47998,1115.71,1.079,2.345,5.22
2010-03-02,6820.040039,1118.31,1.0741,2.316,5.23
2010-03-03,6813.160156,1118.79,1.0675,2.351,5.25
2010-03-04,6804.870117,1122.97,1.077,2.365,5.22
2010-03-05,6847.779785,1138.7,1.0751,2.328,5.29
2010-03-08,6851.200195,1138.5,1.074,2.325,5.29
2010-03-09,6868.319824,1140.45,1.0743,2.348,5.29
2010-03-10,6873.589844,1145.61,1.0705,2.374,5.3
2010-03-11,6851.72998,1150.24,1.0682,2.421,5.28
2010-03-12,6836.600098,1149.99,1.0567,2.442,5.24
2010-03-15,6825.100098,1150.51,1.0615,2.424,5.25
2010-03-16,6874.430176,1159.46,1.0551,2.442,5.2
2010-03-17,6892.009766,1166.21,1.0542,2.437,5.18
2010-03-18,6897.740234,1165.83,1.057,2.439,5.21
2010-03-19,6880.759766,1159.9,1.0604,2.457,5.2
2010-03-22,6866.430176,1165.81,1.05757,2.452,5.19
2010-03-23,6877.160156,1174.17,1.0571,2.422,5.22
2010-03-24,6879.950195,1167.72,1.0717,2.43,5.34
2010-03-25,6894.169922,1165.73,1.0716,2.454,5.4
2010-03-26,6838.950195,1166.59,1.0647,2.461,5.35
2010-03-29,6850.580078,1173.22,1.0624,2.448,5.37
2010-03-30,6871.419922,1173.27,1.0658,2.453,5.37
2010-03-31,6873.370117,1169.43,1.05366,2.44,5.32
2010-04-01,6888.919922,1178.1,1.05445,2.432,5.33
