Date,SMI,SP500,USD_CHF,BondCH,BondUS
2017-10-19,9233.519531,2562.1,0.98106,0.269,3.55
2017-10-20,9237.129883,2575.21,0.97625,0.311,3.6
2017-10-23,9248.490234,2564.98,0.98606,0.301,3.6
2017-10-24,9194.839844,2569.13,0.9845,0.336,3.63
2017-10-25,9084.040039,2557.15,0.9906,0.342,3.64
2017-10-26,9200.080078,2560.4,0.98878,0.352,3.65
2017-10-27,9183.419922,2581.07,0.99807,0.325,3.63
2017-10-30,9175.5,2572.83,0.99799,0.31,3.58
2017-10-31,9242.179688,2575.26,0.99472,0.298,3.58
2017-11-01,9267.820313,2579.36,0.9974,0.284,3.56
2017-11-02,9279.650391,2579.85,1.00256,0.303,3.53
2017-11-03,9322.049805,2587.84,0.99926,0.288,3.53
2017-11-06,9288.780273,2591.13,1.0002,0.273,3.51
2017-11-07,9220.160156,2590.64,0.9977,0.277,3.5
2017-11-08,9265.830078,2594.38,0.9982,0.258,3.57
2017-11-09,9177.820313,2584.62,0.9998,0.27,3.6
2017-11-10,9134.160156,2582.3,0.99389,0.315,3.6
2017-11-13,9162.740234,2584.84,0.9964,0.312,3.69
2017-11-14,9130.480469,2578.87,0.99634,0.32,3.66
2017-11-15,9089.549805,2564.62,0.98952,0.292,3.6
2017-11-16,9146.820313,2585.64,0.98952,0.296,3.62
2017-11-17,9183.610352,2578.85,0.99352,0.291,3.61
2017-11-20,9299.610352,2582.14,0.9896,0.281,3.6
2017-11-21,9324.530273,2599.03,0.9931,0.265,3.56
2017-11-22,9291.839844,2597.08,0.9906,0.267,3.52
2017-11-24,9325.599609,2602.42,0.98157,0.267,3.53
2017-11-27,9264.389648,2601.42,0.9803,0.265,3.53
2017-11-28,9320.44043,2627.04,0.9813,0.264,3.55
2017-11-29,9304.419922,2626.07,0.9841,0.279,3.6
2017-11-30,9318.769531,2647.58,0.98445,0.298,3.61
2017-12-01,9274.549805,2642.22,0.9838,0.264,3.52
2017-12-04,9328.629883,2639.44,0.98203,0.257,3.52
2017-12-05,9288.919922,2629.57,0.9846,0.239,3.48
2017-12-06,9309.990234,2629.27,0.9874,0.218,3.48
2017-12-07,9270.570313,2636.98,0.98922,0.208,3.53
2017-12-08,9319.160156,2651.5,0.99471,0.217,3.54
2017-12-11,9314.759766,2659.99,0.99287,0.213,3.52
2017-12-12,9361.410156,2664.11,0.99139,0.203,3.52
2017-12-13,9394.549805,2662.85,0.9914,0.226,3.48
2017-12-14,9383.019531,2652.01,0.98553,0.217,3.46
2017-12-15,9394.709961,2675.81,0.9887,0.191,3.43
2017-12-18,9452.320313,2690.16,0.99104,0.2,3.48
2017-12-19,9399.169922,2681.47,0.98554,0.197,3.56
2017-12-20,9314.830078,2679.25,0.9854,0.227,3.6
2017-12-21,9424.669922,2684.57,0.98624,0.252,3.55
2017-12-22,9394.490234,2683.34,0.98854,0.25,3.55
2017-12-27,9430.44043,2682.62,0.9897,0.247,3.47
2017-12-28,9405.799805,2687.54,0.9858,0.246,3.48
2017-12-29,9381.870117,2673.61,0.9787,0.241,3.45
2018-01-03,9478.919922,2713.06,0.97146,0.244,3.5
2018-01-04,9509.280273,2723.99,0.97714,0.235,3.47
2018-01-05,9556.980469,2743.15,0.9744,0.225,3.5
2018-01-08,9541.730469,2747.71,0.97506,0.223,3.5
2018-01-09,9611.610352,2751.29,0.97737,0.234,3.57
2018-01-10,9524.959961,2748.23,0.98378,0.258,3.58
2018-01-11,9503.849609,2767.56,0.97765,0.289,3.53
2018-01-12,9546.610352,2786.24,0.97567,0.354,3.5
2018-01-16,9464.049805,2776.42,0.96307,0.353,3.49
2018-01-17,9440.009766,2802.56,0.9591,0.317,3.5
2018-01-18,9452.349609,2798.03,0.96505,0.352,3.54
2018-01-19,9509.769531,2810.3,0.95877,0.369,3.58
2018-01-22,9529.129883,2832.97,0.9614,0.368,3.6
2018-01-23,9551.580078,2839.13,0.96205,0.372,3.57
2018-01-24,9547.570313,2837.54,0.95658,0.423,3.61
2018-01-25,9482.959961,2839.25,0.94632,0.433,3.55
2018-01-26,9515.55957,2872.87,0.9418,0.409,3.58
2018-01-29,9457.269531,2853.53,0.93366,0.439,3.59
2018-01-30,9433.339844,2822.43,0.9372,0.456,3.63
2018-01-31,9335.400391,2823.81,0.93459,0.436,3.59
2018-02-01,9290.919922,2821.98,0.931,0.467,3.62
2018-02-02,9220.69043,2762.13,0.92598,0.514,3.73
2018-02-05,9100.389648,2648.94,0.93108,0.531,3.7
2018-02-06,8836.709961,2695.14,0.9312,0.498,3.7
2018-02-07,8975.009766,2681.66,0.93606,0.521,3.76
2018-02-08,8763.110352,2581.0,0.9427,0.554,3.79
2018-02-09,8682.0,2619.55,0.93508,0.577,3.82
2018-02-12,8822.179688,2656.0,0.9395,0.58,3.83
2018-02-13,8752.639648,2662.94,0.9385,0.555,3.84
2018-02-14,8899.099609,2698.63,0.93523,0.567,3.88
2018-02-15,8917.799805,2731.2,0.92749,0.587,3.87
2018-02-16,8986.719727,2732.22,0.922,0.579,3.87
2018-02-20,8981.389648,2716.26,0.9294,0.596,3.89
2018-02-21,8988.990234,2701.33,0.9364,0.549,3.95
2018-02-22,8967.429688,2703.96,0.93866,0.564,3.9
2018-02-23,8948.19043,2747.3,0.93306,0.533,3.89
2018-02-26,9026.110352,2779.6,0.93706,0.519,3.88
2018-02-27,8992.519531,2744.28,0.9386,0.53,3.9
2018-02-28,8906.379883,2713.83,0.93936,0.512,3.84
2018-03-01,8792.379883,2677.67,0.9443,0.487,3.82
2018-03-02,8628.509766,2691.25,0.94149,0.475,3.9
2018-03-05,8808.379883,2720.94,0.93713,0.475,3.91
2018-03-06,8765.879883,2728.12,0.9397,0.493,3.88
2018-03-07,8784.839844,2726.8,0.93824,0.514,3.9
2018-03-08,8896.419922,2738.97,0.94342,0.515,3.88
2018-03-09,8931.849609,2786.57,0.95139,0.499,3.9
2018-03-12,8970.740234,2783.02,0.9508,0.496,3.87
2018-03-13,8880.919922,2765.31,0.94719,0.498,3.86
2018-03-14,8869.330078,2749.48,0.94331,0.518,3.85
2018-03-15,8878.980469,2747.33,0.94443,0.511,3.86
2018-03-16,8882.530273,2752.01,0.9513,0.493,3.87
2018-03-19,8811.330078,2712.92,0.9528,0.492,3.85
2018-03-20,8847.290039,2716.94,0.9509,0.482,3.87
2018-03-21,8783.700195,2711.93,0.95594,0.493,3.91
2018-03-22,8637.870117,2643.69,0.94857,0.478,3.86
2018-03-23,8569.080078,2588.26,0.94637,0.455,3.88
2018-03-26,8509.290039,2658.55,0.9469,0.474,3.89
2018-03-27,8638.419922,2612.62,0.9448,0.475,3.83
2018-03-28,8756.120117,2605.0,0.9465,0.429,3.82
2018-03-29,8740.969727,2640.87,0.95664,0.437,3.77
2018-04-03,8630.929688,2614.45,0.955,0.44,3.81
2018-04-04,8553.69043,2644.69,0.95842,0.415,3.81
2018-04-05,8742.599609,2662.84,0.96011,0.419,3.83
2018-04-06,8671.040039,2604.47,0.9619,0.426,3.78
2018-04-09,8687.080078,2613.16,0.95922,0.418,3.76
2018-04-10,8755.570313,2656.87,0.95613,0.399,3.77
2018-04-11,8708.44043,2642.19,0.95634,0.415,3.75
2018-04-12,8774.759766,2663.99,0.9574,0.411,3.79
2018-04-13,8776.169922,2656.3,0.96232,0.433,3.79
2018-04-16,8726.540039,2677.84,0.96307,0.448,3.79
2018-04-17,8820.040039,2706.39,0.95943,0.455,3.76
2018-04-18,8831.879883,2708.64,0.9664,0.433,3.81
2018-04-19,8833.179688,2693.13,0.9685,0.47,3.89
2018-04-20,8807.799805,2670.14,0.97151,0.512,3.9
2018-04-23,8806.629883,2670.29,0.9759,0.543,3.94
2018-04-24,8796.910156,2634.56,0.97815,0.534,3.94
2018-04-25,8740.959961,2639.4,0.9786,0.567,3.99
2018-04-26,8835.030273,2666.94,0.98261,0.544,3.99
2018-04-27,8843.019531,2669.91,0.98903,0.497,3.94
2018-04-30,8886.259766,2648.05,0.98811,0.482,3.95
2018-05-02,8896.280273,2635.67,0.99659,0.419,3.99
2018-05-03,8842.290039,2629.73,0.9993,0.446,4.0
2018-05-04,8903.830078,2663.42,0.99734,0.393,4.01
2018-05-07,8978.650391,2672.63,1.00054,0.387,4.01
2018-05-08,8944.900391,2671.92,1.00185,0.419,4.02
2018-05-09,8984.099609,2697.79,1.00114,0.461,4.04
2018-05-11,8993.509766,2727.72,1.00303,0.427,3.98
2018-05-14,9000.889648,2730.13,0.99986,0.46,3.99
2018-05-15,8994.219727,2711.45,1.00028,0.485,4.07
2018-05-16,8973.879883,2722.46,1.00132,0.496,4.06
2018-05-17,8988.330078,2720.13,1.0004,0.515,4.08
2018-05-18,8940.459961,2712.97,1.00152,0.52,4.04
2018-05-22,8936.070313,2724.44,0.9968,0.479,4.05
2018-05-23,8794.94043,2733.29,0.99193,0.459,4.02
2018-05-24,8770.94043,2727.76,0.99415,0.478,3.98
2018-05-25,8759.080078,2721.33,0.9913,0.443,3.93
2018-05-29,8637.200195,2689.86,0.99338,0.325,3.85
2018-05-30,8578.679688,2724.01,0.9907,0.352,3.89
2018-05-31,8456.950195,2705.27,0.98858,0.388,3.85
2018-06-01,8618.540039,2734.62,0.9847,0.345,3.92
2018-06-04,8634.419922,2746.87,0.9886,0.378,3.96
2018-06-05,8538.30957,2748.8,0.988,0.385,3.95
2018-06-06,8544.990234,2772.35,0.984,0.415,4.0
2018-06-07,8548.330078,2770.37,0.9859,0.476,3.95
2018-06-08,8512.05957,2779.03,0.98082,0.424,3.96
2018-06-11,8623.540039,2782.0,0.98481,0.447,3.96
2018-06-12,8640.799805,2786.85,0.9862,0.469,3.97
2018-06-13,8634.610352,2775.63,0.9868,0.461,3.98
2018-06-14,8690.830078,2782.49,0.9846,0.461,3.92
2018-06-15,8642.599609,2779.66,0.99691,0.387,3.91
2018-06-18,8519.570313,2773.75,0.9975,0.39,3.94
2018-06-19,8463.410156,2762.59,0.99419,0.379,3.93
2018-06-20,8557.509766,2767.32,0.99414,0.396,3.99
2018-06-21,8459.929688,2749.76,0.99604,0.398,3.98
2018-06-22,8616.55957,2754.88,0.99162,0.391,3.99
2018-06-25,8458.75,2717.07,0.98787,0.375,3.98
2018-06-26,8477.980469,2723.06,0.9869,0.396,3.98
2018-06-27,8504.5,2699.63,0.9907,0.387,3.93
2018-06-28,8461.709961,2716.31,0.99677,0.386,3.93
2018-06-29,8609.299805,2718.37,0.99759,0.381,3.93
2018-07-02,8529.589844,2726.71,0.99021,0.349,3.93
2018-07-03,8625.490234,2713.22,0.9933,0.346,3.9
2018-07-05,8674.040039,2736.61,0.9922,0.352,3.89
2018-07-06,8697.419922,2759.82,0.993,0.324,3.88
2018-07-09,8759.919922,2784.17,0.9892,0.352,3.85
2018-07-10,8768.910156,2793.84,0.99138,0.378,3.85
2018-07-11,8682.929688,2774.02,0.99253,0.363,3.82
2018-07-12,8818.19043,2798.29,0.9956,0.386,3.81
2018-07-13,8861.049805,2801.31,1.0027,0.375,3.8
2018-07-16,8847.959961,2798.43,1.00218,0.363,3.82
2018-07-17,8824.669922,2809.55,0.99677,0.387,3.84
2018-07-18,8938.120117,2815.62,1.00028,0.371,3.85
2018-07-19,8933.969727,2804.49,0.9986,0.379,3.83
2018-07-20,8991.339844,2801.83,0.99874,0.368,3.9
2018-07-23,8959.790039,2806.98,0.99087,0.397,3.96
2018-07-24,9005.580078,2820.4,0.9932,0.399,3.91
2018-07-25,9019.459961,2846.07,0.9933,0.387,3.9
2018-07-26,9139.469727,2837.44,0.99098,0.393,3.92
2018-07-27,9173.200195,2818.82,0.99402,0.402,3.9
2018-07-30,9163.379883,2802.6,0.99398,0.413,3.91
2018-07-31,9174.330078,2816.29,0.98808,0.426,3.89
2018-08-02,9155.570313,2827.22,0.99168,0.448,3.91
2018-08-03,9158.0,2840.35,0.9954,0.42,3.89
2018-08-06,9149.360352,2850.4,0.9944,0.419,3.87
2018-08-07,9201.219727,2858.45,0.99632,0.403,3.9
2018-08-08,9176.150391,2857.7,0.995,0.417,3.94
2018-08-09,9145.679688,2853.58,0.9931,0.402,3.92
2018-08-10,9031.330078,2833.28,0.99397,0.378,3.86
2018-08-13,9005.349609,2821.93,0.9946,0.343,3.92
2018-08-14,9010.19043,2839.96,0.9932,0.369,3.92
2018-08-15,8926.230469,2818.37,0.99411,0.356,3.88
2018-08-16,8997.719727,2840.69,0.9931,0.348,3.89
2018-08-17,9003.910156,2850.13,0.99735,0.343,3.87
2018-08-20,9059.530273,2857.05,0.99519,0.348,3.83
2018-08-21,9082.860352,2862.96,0.9905,0.345,3.85
2018-08-22,9048.200195,2861.82,0.9843,0.343,3.84
2018-08-23,9049.719727,2856.98,0.98329,0.366,3.84
2018-08-24,9052.900391,2874.69,0.98626,0.371,3.83
2018-08-27,9098.700195,2896.74,0.98223,0.365,3.86
2018-08-28,9084.259766,2897.52,0.9794,0.382,3.9
2018-08-29,9083.839844,2914.04,0.9766,0.381,3.88
2018-08-30,9042.05957,2901.13,0.9703,0.398,3.9
2018-08-31,8973.55957,2901.52,0.9686,0.384,3.91
2018-09-04,8951.889648,2896.72,0.96929,0.392,3.98
2018-09-05,8868.860352,2888.6,0.9737,0.398,3.97
2018-09-06,8818.719727,2878.05,0.97106,0.411,3.94
2018-09-07,8843.110352,2871.68,0.96545,0.391,3.99
2018-09-10,8930.240234,2877.13,0.9686,0.422,3.95
2018-09-11,8914.94043,2887.89,0.97473,0.438,3.97
2018-09-12,8960.129883,2888.92,0.97291,0.447,3.94
2018-09-13,8960.080078,2904.18,0.97,0.444,3.92
2018-09-14,8970.0,2904.98,0.966,0.444,3.94
2018-09-17,8936.709961,2888.8,0.967,0.46,3.94
2018-09-18,8915.870117,2904.31,0.96268,0.467,4.02
2018-09-19,8939.849609,2907.95,0.96366,0.495,4.04
2018-09-20,9000.80957,2930.75,0.9672,0.489,3.99
2018-09-21,8995.379883,2929.67,0.95883,0.485,3.99
2018-09-24,8946.219727,2919.37,0.9582,0.489,4.0
2018-09-25,9021.610352,2915.56,0.96451,0.496,4.02
2018-09-26,9080.139648,2905.97,0.96524,0.509,3.99
2018-09-27,9112.219727,2914.0,0.96505,0.507,3.98
2018-09-28,9087.990234,2913.98,0.97698,0.485,3.99
2018-10-01,9127.049805,2924.59,0.9812,0.498,4.02
2018-10-02,9087.320313,2923.43,0.9834,0.45,3.98
2018-10-03,9175.209961,2925.51,0.98377,0.466,4.06
2018-10-04,9097.519531,2901.61,0.99175,0.507,4.11
2018-10-05,9042.080078,2885.57,0.99135,0.519,4.17
2018-10-08,8964.139648,2884.43,0.99141,0.526,4.17
2018-10-09,8964.110352,2880.34,0.9921,0.537,4.14
2018-10-10,8892.879883,2785.68,0.9916,0.538,4.16
2018-10-11,8639.19043,2728.37,0.98823,0.522,4.09
2018-10-12,8660.379883,2767.13,0.9898,0.536,4.12
2018-10-15,8653.160156,2750.79,0.9907,0.516,4.14
2018-10-16,8794.969727,2809.92,0.98703,0.526,4.09
2018-10-17,8750.349609,2809.21,0.99042,0.511,4.13
2018-10-18,8779.179688,2768.78,0.99505,0.491,4.16
2018-10-19,8872.089844,2767.78,0.99573,0.454,4.18
2018-10-22,8865.55957,2755.88,0.9962,0.474,4.19
2018-10-23,8767.150391,2740.69,0.99611,0.453,4.19
2018-10-24,8724.610352,2656.1,0.99466,0.427,4.16
2018-10-25,8706.400391,2705.57,0.99687,0.43,4.2
2018-10-26,8665.799805,2658.69,0.99967,0.426,4.18
2018-10-29,8759.620117,2641.25,0.9974,0.406,4.18
2018-10-30,8854.280273,2682.63,1.00173,0.432,4.23
2018-10-31,9022.160156,2711.74,1.005,0.437,4.27
2018-11-01,9017.25,2740.37,1.00795,0.461,4.28
2018-11-02,8992.299805,2723.06,1.002,0.469,4.27
2018-11-05,9008.580078,2738.31,1.0024,0.449,4.25
2018-11-06,8992.070313,2755.45,1.0042,0.456,4.24
2018-11-07,9050.530273,2813.89,1.00158,0.46,4.23
2018-11-08,9094.900391,2806.83,1.0018,0.496,4.2
2018-11-09,9074.030273,2781.01,1.0056,0.466,4.16
2018-11-12,8984.049805,2726.22,1.0059,0.449,4.16
2018-11-13,9015.429688,2722.18,1.01021,0.447,4.21
2018-11-14,8931.200195,2701.58,1.0058,0.441,4.21
2018-11-15,8870.030273,2730.2,1.0059,0.431,4.25
2018-11-16,8907.389648,2736.27,1.0067,0.432,4.21
2018-11-19,8812.610352,2690.73,0.99938,0.44,4.21
2018-11-20,8769.450195,2641.89,0.993,0.411,4.22
2018-11-21,8841.480469,2649.93,0.99472,0.416,4.19
2018-11-23,8845.900391,2632.56,0.9943,0.4,4.18
2018-11-26,8931.370117,2673.45,0.99732,0.407,4.18
2018-11-27,8898.009766,2682.17,0.99822,0.385,4.18
2018-11-28,8894.580078,2743.79,0.9982,0.391,4.23
2018-11-29,9015.589844,2737.76,0.993,0.39,4.21
2018-11-30,9037.759766,2760.17,0.9959,0.381,4.22
2018-12-03,9106.55957,2790.37,0.9983,0.387,4.17
2018-12-04,9085.0,2700.06,0.99782,0.35,4.09
2018-12-06,8660.030273,2695.95,0.99702,0.329,4.08
2018-12-07,8741.030273,2633.08,0.9932,0.312,4.06
2018-12-10,8551.019531,2637.72,0.98972,0.326,4.08
2018-12-11,8715.080078,2636.78,0.9895,0.332,4.03
2018-12-12,8861.139648,2651.07,0.99316,0.327,4.01
2018-12-13,8814.700195,2650.54,0.9926,0.339,4.01
2018-12-14,8713.679688,2599.95,0.9936,0.311,4.02
2018-12-17,8602.610352,2545.94,0.99751,0.313,3.99
2018-12-18,8528.269531,2546.16,0.99261,0.291,3.95
2018-12-19,8540.160156,2506.96,0.9924,0.296,3.89
2018-12-20,8414.480469,2467.42,0.9939,0.259,3.95
2018-12-21,8417.290039,2416.62,0.987,0.24,3.97
2018-12-27,8195.639648,2488.83,0.9943,0.224,4.01
2018-12-28,8429.299805,2485.74,0.9869,0.231,4.02
2019-01-03,8466.009766,2447.89,0.9887,0.183,3.91
2019-01-04,8608.55957,2531.94,0.9871,0.187,3.98
2019-01-07,8535.950195,2549.69,0.98576,0.202,3.96
2019-01-08,8629.480469,2574.41,0.9791,0.258,3.97
2019-01-09,8687.709961,2584.96,0.98077,0.261,3.96
2019-01-10,8801.480469,2596.64,0.97395,0.274,3.98
2019-01-11,8828.219727,2596.26,0.98401,0.255,3.96
2019-01-14,8760.320313,2582.61,0.9837,0.27,4.0
2019-01-15,8824.730469,2610.3,0.98102,0.268,3.99
2019-01-16,8873.769531,2616.1,0.98747,0.284,4.0
2019-01-17,8914.139648,2635.96,0.99001,0.278,4.0
2019-01-18,9023.959961,2670.71,0.9937,0.319,3.96
2019-01-22,8966.339844,2632.9,0.9973,0.287,3.92
2019-01-23,8957.19043,2638.7,0.997,0.271,3.89
2019-01-24,8937.389648,2642.33,0.99457,0.24,3.86
2019-01-25,8922.490234,2664.76,0.9956,0.224,3.86
2019-01-28,8857.849609,2643.85,0.9924,0.231,3.87
2019-01-29,8940.519531,2640.0,0.9916,0.221,3.85
2019-01-30,8965.709961,2681.05,0.9945,0.21,3.85
2019-01-31,8969.269531,2704.1,0.9935,0.182,3.79
2019-02-01,8996.360352,2706.53,0.9937,0.157,3.81
2019-02-04,9011.480469,2724.87,0.99547,0.179,3.83
2019-02-05,9150.55957,2737.7,0.9978,0.206,3.79
2019-02-06,9143.0,2731.61,0.99971,0.182,3.78
2019-02-07,9035.900391,2706.05,1.0021,0.18,3.75
2019-02-08,9003.410156,2707.88,1.00241,0.138,3.77
2019-02-11,9068.620117,2709.8,0.99929,0.132,3.76
2019-02-12,9127.400391,2744.73,1.0039,0.147,3.8
2019-02-13,9164.05957,2753.03,1.00611,0.166,3.78
2019-02-14,9142.709961,2745.73,1.0087,0.159,3.77
2019-02-15,9242.120117,2775.6,1.00495,0.148,3.76
2019-02-19,9256.169922,2779.76,1.00447,0.143,3.74
2019-02-20,9315.629883,2784.7,1.00128,0.137,3.76
2019-02-21,9333.570313,2774.88,1.0,0.136,3.81
2019-02-22,9348.929688,2792.67,1.00086,0.131,3.81
2019-02-25,9398.370117,2796.11,0.9997,0.133,3.8
2019-02-26,9461.209961,2793.9,1.00009,0.133,3.78
2019-02-27,9412.19043,2792.38,0.99971,0.14,3.85
2019-02-28,9388.94043,2784.49,1.0005,0.16,3.86
2019-03-01,9412.019531,2803.69,0.99726,0.186,3.9
2019-03-04,9394.049805,2792.81,0.9983,0.194,3.87
2019-03-05,9399.150391,2789.65,0.9986,0.196,3.87
2019-03-06,9403.160156,2771.45,1.0044,0.167,3.86
2019-03-07,9324.580078,2748.93,1.0041,0.149,3.82
2019-03-08,9268.360352,2743.07,1.0107,0.09,3.82
2019-03-11,9341.349609,2783.3,1.0078,0.082,3.85
2019-03-12,9331.620117,2791.52,1.01024,0.11,3.8
2019-03-13,9387.429688,2810.92,1.0074,0.098,3.8
2019-03-14,9481.900391,2808.48,1.00329,0.124,3.84
2019-03-15,9483.099609,2822.48,1.00345,0.117,3.82
2019-03-18,9496.929688,2832.94,1.0024,0.109,3.82
2019-03-19,9525.919922,2832.57,1.001,0.11,3.82
2019-03-20,9463.320313,2824.23,0.9986,0.126,3.78
2019-03-21,9454.049805,2854.88,0.991,0.08,3.75
2019-03-22,9319.419922,2800.71,0.9919,0.018,3.67
2019-03-25,9305.5,2798.36,0.99399,0.021,3.67
2019-03-26,9389.299805,2818.46,0.99231,0.012,3.64
2019-03-27,9390.589844,2805.37,0.9936,0.041,3.62
2019-03-28,9405.929688,2815.44,0.9947,0.014,3.61
2019-03-29,9477.839844,2834.4,0.99483,0.033,3.62
2019-04-01,9538.110352,2867.19,0.995,0.06,3.68
2019-04-02,9536.570313,2867.24,0.9992,0.071,3.66
2019-04-03,9570.089844,2873.4,0.99816,0.109,3.69
2019-04-04,9563.709961,2879.39,0.99729,0.103,3.7
2019-04-05,9541.150391,2892.74,0.99992,0.112,3.67
2019-04-08,9547.330078,2895.77,0.9999,0.119,3.69
2019-04-09,9582.219727,2878.2,0.99911,0.123,3.67
2019-04-10,9556.30957,2888.21,0.99965,0.139,3.65
2019-04-11,9549.259766,2888.32,1.00221,0.115,3.68
2019-04-12,9484.910156,2907.41,1.00274,0.111,3.71
2019-04-15,9513.709961,2905.58,1.0024,0.154,3.68
2019-04-16,9579.849609,2907.06,1.00367,0.155,3.73
2019-04-17,9596.599609,2900.45,1.0075,0.185,3.72
2019-04-18,9571.219727,2905.03,1.0104,0.151,3.69
2019-04-23,9635.070313,2933.68,1.0153,0.126,3.73
2019-04-24,9655.669922,2927.25,1.02015,0.107,3.69
2019-04-25,9694.05957,2926.17,1.0203,0.081,3.69
2019-04-26,9724.269531,2939.88,1.0199,0.087,3.69
2019-04-29,9740.480469,2943.03,1.01932,0.101,3.71
2019-04-30,9769.740234,2945.83,1.0193,0.097,3.71
2019-05-02,9746.05957,2917.52,1.0174,0.107,3.76
2019-05-03,9741.990234,2945.64,1.01935,0.135,3.73
2019-05-06,9657.240234,2932.47,1.01652,0.097,3.72
2019-05-07,9577.379883,2884.05,1.0171,0.087,3.7
2019-05-08,9621.959961,2879.42,1.0196,0.08,3.7
2019-05-09,9430.299805,2870.72,1.0203,0.065,3.73
2019-05-10,9472.830078,2881.4,1.0152,0.068,3.72
2019-05-13,9363.179688,2811.87,1.0104,0.065,3.71
2019-05-14,9404.080078,2834.41,1.00538,0.066,3.71
2019-05-15,9480.759766,2850.96,1.00874,0.04,3.69
2019-05-16,9660.589844,2876.32,1.00825,0.023,3.68
2019-05-17,9659.080078,2859.53,1.00998,0.035,3.68
2019-05-20,9582.080078,2840.23,1.0105,0.042,3.7
2019-05-21,9624.160156,2864.36,1.0083,0.041,3.7
2019-05-22,9645.040039,2856.27,1.0083,0.042,3.68
2019-05-23,9594.30957,2822.24,1.00902,0.026,3.64
2019-05-24,9666.889648,2826.06,1.0029,0.006,3.64
2019-05-28,9680.870117,2802.39,1.00395,-0.02,3.61
2019-05-29,9541.969727,2783.02,1.00693,-0.023,3.59
2019-05-31,9523.980469,2752.06,1.0069,-0.06,3.51
2019-06-03,9602.730469,2744.45,0.99953,-0.074,3.5
2019-06-04,9597.709961,2803.27,0.9923,-0.078,3.52
2019-06-05,9658.620117,2826.15,0.99247,-0.077,3.54
2019-06-06,9682.290039,2843.49,0.9939,-0.086,3.53
2019-06-07,9749.129883,2873.34,0.9911,-0.097,3.48
2019-06-11,9835.870117,2885.72,0.9889,-0.077,3.49
2019-06-12,9859.730469,2879.84,0.992,-0.067,3.51
2019-06-13,9861.830078,2891.64,0.9947,-0.058,3.48
2019-06-14,9847.610352,2886.98,0.9935,-0.066,3.49
2019-06-17,9851.570313,2889.67,0.9988,-0.072,3.45
2019-06-18,9988.549805,2917.75,0.99865,-0.086,3.4
2019-06-19,9961.650391,2926.46,1.00069,-0.115,3.39
2019-06-20,9978.519531,2954.18,0.9927,-0.102,3.33
2019-06-21,9922.830078,2950.46,0.98105,-0.081,3.36
2019-06-24,9898.849609,2945.35,0.9754,-0.088,3.3
2019-06-25,9898.900391,2917.38,0.9718,-0.11,3.32
2019-06-26,9838.129883,2913.78,0.97482,-0.105,3.32
2019-06-27,9859.759766,2924.92,0.97739,-0.092,3.27
2019-06-28,9898.240234,2941.76,0.97665,-0.111,3.25
2019-07-01,9970.0,2964.33,0.9794,-0.111,3.27
2019-07-02,10020.929688,2973.01,0.987,-0.129,3.23
2019-07-03,10066.530273,2995.82,0.9852,-0.165,3.18
2019-07-05,9980.219727,2990.41,0.98472,-0.191,3.26
2019-07-08,9994.099609,2975.95,0.9912,-0.173,3.24
2019-07-09,9961.339844,2979.63,0.99409,-0.163,3.26
2019-07-10,9937.55957,2993.07,0.99359,-0.068,3.3
2019-07-11,9879.530273,2999.91,0.9879,-0.089,3.37
2019-07-12,9762.980469,3013.77,0.9905,-0.035,3.34
2019-07-15,9808.580078,3014.3,0.984,-0.05,3.35
2019-07-16,9850.519531,3004.04,0.9841,-0.077,3.37
2019-07-17,9942.009766,2984.42,0.98799,-0.101,3.3
2019-07-18,10010.150391,2995.11,0.9866,-0.14,3.31
2019-07-19,9937.030273,2976.61,0.98264,-0.156,3.31
2019-07-22,9922.370117,2985.03,0.98284,-0.164,3.3
2019-07-23,9965.150391,3005.47,0.9824,-0.167,3.31
2019-07-24,9907.679688,3019.56,0.98538,-0.203,3.29
2019-07-25,9877.030273,3003.67,0.98468,-0.243,3.31
2019-07-26,9968.080078,3025.86,0.99098,-0.227,3.31
2019-07-29,9970.870117,3020.97,0.9933,-0.248,3.29
2019-07-30,9890.900391,3013.18,0.9916,-0.26,3.29
2019-07-31,9919.269531,2980.38,0.9897,-0.279,3.26
2019-08-02,9803.69043,2932.05,0.99007,-0.392,3.17
2019-08-05,9599.429688,2844.74,0.9825,-0.446,3.15
2019-08-06,9553.879883,2881.77,0.97062,-0.471,3.15
2019-08-07,9533.980469,2883.98,0.97573,-0.51,3.09
2019-08-08,9751.549805,2938.09,0.9747,-0.546,3.09
2019-08-09,9749.919922,2918.65,0.97393,-0.567,3.09
2019-08-12,9760.019531,2883.09,0.97142,-0.558,3.01
2019-08-13,9786.240234,2926.32,0.96923,-0.585,3.01
2019-08-14,9628.480469,2840.6,0.9758,-0.63,2.95
2019-08-15,9606.259766,2847.6,0.97346,-0.704,2.9
2019-08-16,9728.389648,2888.68,0.9763,-0.797,2.91
2019-08-19,9825.589844,2923.65,0.9793,-0.784,2.95
2019-08-20,9770.389648,2900.51,0.98125,-0.741,2.89
2019-08-21,9848.110352,2924.43,0.9778,-0.717,2.89
2019-08-22,9805.5,2922.95,0.9819,-0.643,2.93
2019-08-23,9744.980469,2847.11,0.98366,-0.578,2.88
2019-08-26,9715.830078,2878.38,0.97285,-0.63,2.9
